"video_id","trending_date","title","channel_title","category_id","category","viewcount","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","video_error_or_removed","descript","country","publish_timestamp","population"
"R4borUbnjY4","2018-02-16","ДИЛНОЗА КУБАЕВАНИ ТУРМУШ ЎРТОҒИ ХАКИДА ХАММАСИНИ АЙТДИ!","ShovShuv",24,"Entertainment",57440,640,36,0,"https://i.ytimg.com/vi/R4borUbnjY4/default.jpg",True,False,False,"🔴 Дилноза Кубаева ни биринчи мухаббати.\n▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬\n🔴 РЕКЛАМА хизмати буйича шахсийга ёзинг!\n▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬\n🔴 Music:\n▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬\n🔴 Манба:","RU","2018-02-15 17:03:47","other"
"zKTTHmqchzE","2017-12-04","МОИ СТИЛЬНЫЕ НЕТ ЧАСТЬ 2 / ЕКАТЕРИНА ЦАРСКАЯ","Kate Tsarskaya",22,"People & Blogs",9386,1003,325,0,"https://i.ytimg.com/vi/zKTTHmqchzE/default.jpg",True,False,False,"ПАБЛИК - https://vk.com/blvcklook\n\nЯ в соц. сетях:\nhttp://ktsarskaya.polyvore.com/ \nhttps://instagram.com/ktsarskaya/ \nhttp://ktsarskaya.tumblr.com/ \nhttps://vk.com/ktsarskaya \nhttps://twitter.com/ktsarskaya\nhttp://instagram.com/tsarskaya.k","RU","2017-12-03 11:00:04","russian"
"dgMDM5nduSQ","2018-02-17","Kisabac Lusamutner eter 16.02.18 Pntrum Em Ancyals","KisabacLusamutner",29,"Nonprofits & Activism",26538,90,42,0,"https://i.ytimg.com/vi/dgMDM5nduSQ/default.jpg",True,False,False,"ՓՆՏՐՈՒՄ ԵՄ ԱՆՑՅԱԼՍ - Արմենուհին է, ում դեռ 3 տարեկանում մայրը լքել է` թողնելով մանկատանը: Տարիներ անց՝ 19 տարեկանում հենց մանկատանը Արմենուհին ծանոթացավ ապագա ամուսնու՝ Միհրանի հետ և ծնվեց նրանց Գրետտան, սակայն 13 տարի անց ամուսնական կյանքն ավարտվեց: Փորձելով կյանքը դասավորել երկրորդ անգամ Արմենուհին հանդիպեց Վահեին, ում ևս դուստր պարգևեց, սակայն...Ամուսնության անհաջող փորձերը թողնելով հետևում՝ Արմենուհին այսօր միայնակ մեծացնում է 18-ամյա Գրետտային և 8-ամյա Գաբրիելային: \nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-02-16 17:48:50","armenian"
"MRhC_Q1-FxU","2017-11-28","На конкурсе «Детское Евровидение» лучшей стала россиянка Полина Богусевич.","Новости на Первом Канале",25,"News & Politics",15412,204,15,0,"https://i.ytimg.com/vi/MRhC_Q1-FxU/default.jpg",True,False,False,"Особенно болели за Полину наставники главного вокального проекта страны, ведь первые шаги на профессиональной сцене она сделала в проекте «Голос. Дети».\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2017-11-27 06:50:12","russian"
"tk9LAEDSTQg","2018-02-28","Ахбори Тоҷикистон ва ҷаҳон (27.02.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",71844,622,189,0,"https://i.ytimg.com/vi/tk9LAEDSTQg/default.jpg",True,False,False,"Боздошти гурӯҳи қочоқбари маводи мухаддир дар Бадахшон, бемории раиси ҳизби сотсиал-демократи Тоҷикистон, пайдоиши “бозори замин” дар Тоҷикистон, худкушии Маҳастӣ дар пайи ҷанҷоли давомдори падару модар ва матолиби дигар.","RU","2018-02-27 12:35:47","other"
"qlSqc3sVdsI","2017-12-07","✿ LET`S COOK ✿ Кремовое зерно (полба) на гарнир ♥","Маша Zолина",27,"Education",15185,1327,9,0,"https://i.ytimg.com/vi/qlSqc3sVdsI/default.jpg",True,False,False,"✿ Сотрудничество zolina@carrot.moscow\n✿ Ножи с 20% скидкой на сайте www.samura.ru / www.samura.org (Забейте мою фамилию ЗОЛИНА в промокод там)\n\n★★ ЗАМЕТКА ДЛЯ ВОПРОСОВ ★★ http://vk.com/topic-8042168_29670706 (где я точно увижу ваш вопрос и отвечу)\n\n♥ Инстаграм https://www.instagram.com/mariezoline/\n\n♥ Моя кулинарная группа http://vk.com/zoline\n\n♥ VKontakte http://vk.com/zollen\n\n♪♫ Музыка ♫♪♫\nINTRO - Pastel Ghost - My Bloody Valentine\nLana Del Rey - Blue Jeans","RU","2017-12-06 13:14:23","russian"
"jBFeyFALF9A","2018-02-16","Лабиринты 13, 14, 15, 16 серия смотреть онлайн (сериал 2018) анонс / премьера новые серии","Русские сериалы",1,"Film & Animation",31119,85,29,0,"https://i.ytimg.com/vi/jBFeyFALF9A/default.jpg",True,False,False,"Сериал Лабиринты 13, 14, 15, 16 серия смотреть онлайн бесплатно в хорошем качестве все серии в HD 720 на https://kinoseriya.net/russkie-serialy/4433-labirinty-serial-13-14-15-16-seriya-16-02-2018.html\n\nСодержание 13 серии:\nМарина приезжает в город, в котором живет подруга, с которой она познакомилась в больнице. Теперь она бегает по утрам и отлично себя чувствует. Ей нравится тут настолько, что она уже начинает присматривать дом.\nА Сереже в доме у Леонида лучше не становится. К ужасу отца, психолог заявляет, что мальчик никогда не станет достойным наследником для Леонида.\nМарина решает стать парикмахером в салоне, который принадлежит ее подруге.\nНо работа в салоне красоты оборачивается для Марины фиаско…\n\nСодержание 14 серии:\nСережа продолжает молчать, оставаясь на своей волне. Леонид срывается и кричит на него. Мальчик испуган настолько, что теряет сознание.\nРасспросив сотрудниц, Марина узнает, что ее новый начальник отличается повышенным интересом к женщинам, несмотря на то, что имеет семью. Марина мягко отвергает ухаживания начальника.\nНесмотря на ее отказ, Григорий ценит Марину как хорошего работника: она очень быстро находит новых клиентов, пользуясь своим обаянием и своими талантами.\nЛеонид обращается в органы опеки. Он всерьез собирается отказаться от Сережи…\n\nСодержание 15 серии:\nСережа лежит в больнице. Ему ставят диагноз аутизм.\nНестеров влюбляется в Марину. Их легкая увлеченность друг другом неизбежно движется в сторону глубоких серьезных отношений.\nПеред отъездом родители рассказывают о случившемся с Сережей. Марина в слезах. Она хочет лететь к Сереже и не может – ведь это будет нарушением закона.\nМарина приходит в ресторан. Она в смятенье. Когда к ней подсаживается Нестеров, ей он кажется таким же мерзавцем, как и другие мужчины, с которыми она сталкивалась в жизни. Но Нестеров настроен решительно…\n\nСодержание 16 серии:\nМарина уже давно помогает деньгами местному детскому дому. Однажды она замечает среди играющих во дворе ребят… Нестерова. Подойти к нему Марина не решается. Но и Нестеров замечает ее. Оказывается, они оба помогают этому детскому дому.\nНестеров объясняется. Он ушел потому, что понял, что ничего не знает о Марине – женщине, в которую отчаянно влюблен. Нестеров увидел детские рисунки на стенах ее дома. Марина решается рассказать Нестерову все…\n\nФильм Лабиринты (2018) смотреть онлайн бесплатно\nРежиссер: Юрий Владовский\nВ ролях: Елена Вожакина, Дмитрий Пчела, Татьяна Лютаева, Роман Полянский, Полина Филоненко, Сергей Паршин, Артур Литвинов, Стефан Отто, Ник Тихонов, Антон Багмет, Елена Крайняя, Андрей Курносов, Алина Кикеля\nПремьера сериала Лабиринты 12 февраля 2018 года на телеканале Россия 1. 16 серий.\nРусские сериалы 2018 смотреть онлайн","RU","2018-02-15 13:04:39","russian"
"vmXlG7yE0rI","2018-02-25","Եկեք հասկանանք. Ուզում եմ հայտնի լինել","Armenian Public TV",25,"News & Politics",108883,678,143,0,"https://i.ytimg.com/vi/vmXlG7yE0rI/default.jpg",True,False,False,"Public TV Company of Armenia 2018\nhttp://www.1tv.am","RU","2018-02-23 20:12:55","armenian"
"r1762FvQgjA","2018-02-20","Kisabac Lusamutner eter 19.02.18 Anhajogh Kaper","KisabacLusamutner",29,"Nonprofits & Activism",32211,97,50,0,"https://i.ytimg.com/vi/r1762FvQgjA/default.jpg",True,False,False,"ԱՆՀԱՋՈՂ ԿԱՊԵՐ - 40-ամյա Արտակ Կարապետյանն է, ով ինչպես ինքն է ասում, անտեսեց կնոջ տգեղ լինելու հանգամանքն ու նրա հետ ամուսնական կյանք սկսեց: Ամուսնությունը, սակայն, երկար չտևեց, ինչի պատճառով Արտակը զրկված է հարազատ երեխային տեսնելու հնարավորությունից: Այսօր նա, իր ներկայիս կնոջ՝ Բելլայի, նրա ու իրենց ընդհանուր երեխաների հետ ապրում է Արարատի մարզի Նոյակերտ գյուղում: \nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-02-19 18:12:34","armenian"
"QXQUj5tbcX0","2018-02-21","Kisabac Lusamutner eter 20.02.18 Het Gnalu Huysov","KisabacLusamutner",29,"Nonprofits & Activism",35007,121,47,0,"https://i.ytimg.com/vi/QXQUj5tbcX0/default.jpg",True,False,False,"ՀԵՏ ԳՆԱԼՈՒ ՀՈՒՅՍՈՎ - Նարինեի և Սամվելի  մեծ ընտանիք ունենալու  համատեղ ցանկությունն իրականացավ  24  տարիների ընթացքում, արդյունքում՝ 6 երեխա՝ 3 աղջիկ, 3 տղա: Ծնողների օրինակն աչքի տակ ունենալով՝ ամուսնինների  ավագ դուստրը՝ Հռիփսիմեն, ընտանիք ունենալու ցանկությամբ որոշեց ամուսնանալ, երբ ընդհամենը 14 տարեկան էր: Ի տարբերություն ծնողների, Հռիփսիմեն նույն բախտին չարժանացավ և ամուսինն ու սկեսուրը  ամուսնությունից  մոտ 2 տարի անց, չափահասության շեմն ամուսնու տանը անցած աղջկան, հետ ուղարկեցին հայրական տուն:\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-02-20 18:27:08","armenian"
"viirV_Mm8fM","2018-03-02","Фиғони зани якум дар ЗАГС: “Чаро шавҳарамро ба зани дигар никоҳ кардед?”","Ozodivideo",25,"News & Politics",21459,145,34,0,"https://i.ytimg.com/vi/viirV_Mm8fM/default.jpg",True,False,False,"Парвина Раҳмонова, сокини маҳаллаи Гулбуттаи шаҳри Душанбе, пас аз онки аз зани дувум доштани шавҳараш бохабар шуд, бо корманди идораи САҲШ (ЗАГС) даст ба гиребон гардид.
\nБори аввал нашр шуд дар - https://www.ozodi.org/a/29071170.html","RU","2018-03-01 23:32:09","other"
"aASkeiJz4eo","2018-03-03","Мансабдорони давлатӣ дар Туркманстон иҷборан дучарха мехаранд","Ozodivideo",25,"News & Politics",1793,22,5,0,"https://i.ytimg.com/vi/aASkeiJz4eo/default.jpg",True,False,False,"Соли ҷорӣ ҳар кадом муассисаи давлатии Туркманистон аз 3 то 6 кормандашро барои ширкат дар дучархасавории умумӣ сафарбар мекунад. Ин кормандон вазифадор шудаанд, ки аз ҳисоби худ дучарха харидорӣ кунанд.","RU","2018-03-02 23:00:01","other"
"AoueafGElok","2018-02-23","Kisabac Lusamutner eter 22.02.18 Mayisyan Partutyunner","KisabacLusamutner",29,"Nonprofits & Activism",20688,135,27,0,"https://i.ytimg.com/vi/AoueafGElok/default.jpg",True,False,False,"ՄԱՅԻՍՅԱՆ ՊԱՐՏՈՒԹՅՈՒՆՆԵՐ - Քյարամը 5 տարեկանում կորցրեց հորն ու պատանի տարիքից իր վրա վերցրեց ընտանիքի տղամարդու դերը:  Հայրենիքին պարտքը տալուց հետո Քյարամը ուզում էր մոր հանդեպ պարտքը կատարել:  Ընտանիքում մեծացող երեք երեխաններն անհամբեր սպասում են իրենց  չորրորդ եղբորը կամ քրոջը, իսկ Քյարամը իր մանկության մութ օրերն հիշելով, ուզում է լույս վառել նրանց համար: \nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-02-22 18:30:27","armenian"
"_gPZ1p2GfJ0","2018-02-24","Kisabac Lusamutner eter 23.02.18 Sahmanic Sahman","KisabacLusamutner",29,"Nonprofits & Activism",27400,249,25,0,"https://i.ytimg.com/vi/_gPZ1p2GfJ0/default.jpg",True,False,False,"ՍԱՀՄԱՆԻՑ ՍԱՀՄԱՆ - Վիտալին պատանի տարիքում ստիպված եղավ հեռանալ ծննդավայրից և ապրել ընտանիքից հեռու: Վիտալիի՝ ջարդից փախած մայրն արտասվեց, երբ տեսավ Փոքր Այրում գյուղի տունը, որտեղ սկսվեց Գրիգորյանների նոր կյանքը: Փախստականի կարգավիճակով ապրող բազմազավակ ընտանիքն այսօր արդեն ունի իր սեփական տուն ու փորձում է լավ քաղաքացիներ դաստիրակել:\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-02-23 18:11:47","armenian"
"KZZ4I0QmBEg","2017-12-05","Бегущий по лезвию Эфенди","kavkazpres вернулся",22,"People & Blogs",2716,20,9,0,"https://i.ytimg.com/vi/KZZ4I0QmBEg/default.jpg",True,False,False,"Показания задержанного пособника того самого Акима Кулиева, полный расклад. Интересные моменты.","RU","2017-12-04 13:41:51","russian"
"W0faRgumF0o","2018-03-07","Ахбори Тоҷикистон ва ҷаҳон (06.03.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",82817,576,168,0,"https://i.ytimg.com/vi/W0faRgumF0o/default.jpg",True,False,False,"Заҳролудшавии ҷосуси собиқи рус дар Британия, Ширкати “Умед 88” дороиҳояшро ба фурӯш гузошт, Ҳамсари Умаралӣ Қувватов мехоҳад қотилони шавҳарашро пайдо кунад, Рушди ҷарроҳии пластикӣ дар Тоҷикистон, Муносибати тоҷикон ба оиладорӣ тағйир меёбад ва матолиби дигар.","RU","2018-03-06 12:44:23","other"
"xKPkIU4LeYc","2018-02-27","Kisabac Lusamutner eter 26.02.18 Tarbervogh Yerangner","KisabacLusamutner",29,"Nonprofits & Activism",46821,189,71,0,"https://i.ytimg.com/vi/xKPkIU4LeYc/default.jpg",True,False,False,"ՏԱՐԲԵՐՎՈՂ ԵՐԱՆԳՆԵՐ - 14 տարի առաջ Արթուրն ու Մելինեն ամուսնացան ու արդեն 6 տարի միասին չեն ապրում: Մելինեն ոչ միայն հերիքում է, որ դավաճանել է ամուսնուն, այլ պնդում է, որ հենց Արթուրն է դավաճանել իրեն իրենց անկողնում, այն էլ տղամարդու հետ: Զույգի փոխադարձ մեղադրանքների ալիքների դեմ փորձում է կանգուն մնալ նրանց 13 տարեկան աղջիկը՝ Մարիամը, ով հիմա ապրում է մորից հեռու:\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-02-26 16:46:13","armenian"
"04GjJ0McIpQ","2018-02-28","Kisabac Lusamutner eter 27.02.18 Khangarogh Hetqer","KisabacLusamutner",29,"Nonprofits & Activism",32996,126,34,0,"https://i.ytimg.com/vi/04GjJ0McIpQ/default.jpg",True,False,False,"ԽԱՆԳԱՐՈՂ ՀԵՏՔԵՐ - 17տարի առաջ Լարիսայի մոտ հայտանաբերվեց մաշկային հիվանդություն փսորիազ: Տարիների ընթացքում նա թակեց բազմաթիվ դռներ՝ ապաքինվելու հույսով, իսկ այսօր հայտնվեց սեփական տան փակ դռների առաջ հենց հիվանդության պատճառով: Լարիսան չի ուզում բեռ լինել իր երեխաների և հատկապես ամուսնու համար: \nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-02-27 17:56:37","armenian"
"1qmtRJ5Fc4A","2018-03-09","Ахбори Тоҷикистон ва ҷаҳон (08.03.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",85432,825,88,0,"https://i.ytimg.com/vi/1qmtRJ5Fc4A/default.jpg",True,False,False,"Тоҷикистон, рӯзи модаронро таҷлил мекунад, Журналистони мустақилро ба маросими ифтитоҳи гузаргоҳи марзӣ роҳ надоданд, Генерали амрикоӣ Тоҷикистонро шарики калидии ИМА дар минтақа номид ва матолиби дигар","RU","2018-03-08 12:37:50","other"
"j3qjmYdPYa8","2017-12-22","СКОРО! НОВЫЙ ГОД! в чём опасность!? прот. Андрей Ткачев","ША†ЕНЁВО",22,"People & Blogs",36616,1085,42,0,"https://i.ytimg.com/vi/j3qjmYdPYa8/default.jpg",True,False,False,"ГРУППА ВК https://vk.com/shatenevohram\nПОДДЕРЖИТЕ ДЕРЕВНЮ / ФИЛЬМ https://goo.gl/JrbNnk\n\nЛюбая финансовая и материальная помощь будет принята с благодарностью и молитвенной памятью. ПЕРЕЙДИТЕ В ГРУППУ или к ФИЛЬМУ и если нет возможности финансами, то поделитесь пожалуйста данной записью, это тоже огромный вклад в доброе дело! \nИ молитвенная помощь к Богу и святому Николаю, тоже очень важно для деревни! \nВсе желающие помочь в восстановлении храма в честь великого святого Николая Чудотворца, могут обращаться к настоятелю, отцу Сергию +7-921-065-90-53, а так же к создателю фильма и администратору канала ютюб и ВК Викторову Олегу Николаевичу, связаться с которым можно по телефону +7-999-360-00-17 если появятся вопросы! Викторов Олег Николаевич держатель банковской карты.\n👉 5469 6000 3766 9918 \nВсе перечисленные деньги пойдут на восстановления храма! \nО всех жертвующих на храм молим Бога! \nСпаси Господь!","RU","2017-12-21 04:08:13","russian"
"K5e3vGKVt9U","2018-03-02","Kisabac Lusamutner eter 01.03.18 Mektegh Kisvats 2","KisabacLusamutner",29,"Nonprofits & Activism",27962,76,46,0,"https://i.ytimg.com/vi/K5e3vGKVt9U/default.jpg",True,False,False,"ՄԵԿՏԵՂ ԿԻՍՎԱԾ 2 - Կիսաբաց լուսամուտների  2017 թվականի մայիսի  17-ին  եթեր հեռարձակված §Մեկտեղ  կիսված¦ թողարկումից հետո  միայն հայտնի դարձավ, որ ներկայացված պատմությունն իրականում ունի նաև թաքնված շերտեր:  Կիսաբաց լուսամուտների նկարահանումներից հետո, Քրիստինեի խոսքով, իր նախկին ամուսինը սկսեց ահաբեկել իրեն ու իրենց ընդհանուր երեխային: Այսօր Քրիստինեին ու նրա որդուն չեն ընդունում ոչ միայն նախկին ամուսինն ու նրա բարեկամները, այլև հարազատ մայրը: \nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-03-01 17:55:11","armenian"
"7FvDfSfaSaY","2018-03-10","KULISH SHART 8-mart soni 2018 (Obid Asomov, Avaz Oxun, Valijon Shamsiyev)","Muvad Video",24,"Entertainment",225750,1835,528,0,"https://i.ytimg.com/vi/7FvDfSfaSaY/default.jpg",True,False,False,"Официальный сайт: http://muvad.uz/\nПодпишись на новые клипы: http://bit.ly/MuvadGroup\nMuvad Group @ Instagram https://www.instagram.com/muvad.uz\nMuvad Group @ Telegram https://telegram.me/muvad_uz\nMuvad Group @ Facebook  https://www.facebook.com/muvadgroup","RU","2018-03-08 16:11:51","other"
"q8aOrtTuQCs","2018-03-02","Кокаиновый след Кремля?","Радио Свобода",25,"News & Politics",10435,329,3032,0,"https://i.ytimg.com/vi/q8aOrtTuQCs/default.jpg",True,False,False,"Кто стоит за наркотрафиком из посольства РФ в Аргентине? Обсуждают Георгий Кунадзе, Андрес Ландабасо.\nВедущий – Владимир Кара-Мурза–старший.","RU","2018-03-01 19:58:12","russian"
"yLpGHwia4dg","2018-03-11","ТЕЗКОР!ПАРКОВКАДА ПОРТЛАШ ЮЗ БЕРДИ","Qiziqarli Ma'lumotlar",24,"Entertainment",34693,120,32,0,"https://i.ytimg.com/vi/yLpGHwia4dg/default.jpg",True,False,False,"ПАРКОВКАДА ПОРТЛАШ ЮЗ БЕРДИ\n\n🔴 \n▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬\n💲 РЕКЛАМА хизмати бўйича бизга мурожаат килинг!\n🔴 VK ► https://vk.com/id366071423\n🔴 malumotlarbazasi@gmail.com\n▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬\n🔴 OK ► https://ok.ru/qiziqarlifaktlar\n🔴 VK ► https://vk.com/qiziqarlimalumotlar\n🔴 Instagram ► https://www.instagram.com/qiziqarlimalumotlarkanali\n🔴 Telegram  ► https://t.me/qiziqarlimalumotlar\n▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬\n🎶 Music:\n▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬\nℹ️ Манба:","RU","2018-03-10 13:09:42","other"
"VVcAFeTmdLY","2018-06-09","Ахбори Тоҷикистон ва ҷаҳон (08.06.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",78567,565,104,0,"https://i.ytimg.com/vi/VVcAFeTmdLY/default.jpg",True,False,False,"Зарари Султони Кабирро ҳисоб карданд, Писари генерали тоҷик дастгир шуд, Ба донишҷуёни тоҷик дар Чин рӯзадориро манъ намуданд, Дар Хатлон лавҳаҳои манъи оббозиро мекананд, “Мани дигар” занони тоҷикро тағйир медиҳад.","RU","2018-06-08 11:42:25","other"
"OJjo5oATDuw","2017-12-23","НЕ УМОЛЧИМ 18+ / СИЛЬНЫЕ ОТВЕТЫ 2 / прот. Андрей Ткачёв","ША†ЕНЁВО",22,"People & Blogs",13916,441,17,0,"https://i.ytimg.com/vi/OJjo5oATDuw/default.jpg",True,False,False,"ГРУППА ВК https://vk.com/shatenevohram\nПОДДЕРЖИТЕ ДЕРЕВНЮ / ФИЛЬМ https://goo.gl/JrbNnk\n\nЛюбая финансовая и материальная помощь будет принята с благодарностью и молитвенной памятью. \nЕсли нет возможности финансами, то поделитесь пожалуйста данной записью, это тоже огромный вклад в доброе дело! \nИ молитвенная помощь к Богу и святому Николаю, тоже очень важно для деревни! \nВсе желающие помочь в восстановлении храма в честь великого святого Николая Чудотворца, могут обращаться к настоятелю, отцу Сергию +7-921-065-90-53, а так же к создателю фильма и администратору канала ютюб и ВК Викторову Олегу Николаевичу, связаться с которым можно по телефону +7-999-360-00-17 если появятся вопросы! Викторов Олег Николаевич держатель банковской карты.\n👉 5469 6000 3766 9918 \nВсе перечисленные деньги пойдут на восстановления храма! \nО всех жертвующих на храм молим Бога! \nСпаси Господь!","RU","2017-12-22 14:40:50","russian"
"molqwB0RMTI","2018-03-14","Ахбори Тоҷикистон ва ҷаҳон (12.03.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",112202,686,137,0,"https://i.ytimg.com/vi/molqwB0RMTI/default.jpg",True,False,False,"Корафтодагон мегӯянд, то ҳанӯз марз бо Узбекистон боз нашуда, интизор меравад, ки равуои бидуни виза фақат баъди тасвиб дар парламентҳо ба ҳукми иҷро медарояд, таҷлили Рӯзи матбуоти тоҷик ва матолии дигар.","RU","2018-03-12 12:38:03","other"
"vsgTc8pieQw","2018-03-01","Ertuğrul'un kellesi - Diriliş Ertuğrul 108.Bölüm","TRT Televizyon",1,"Film & Animation",127944,659,28,0,"https://i.ytimg.com/vi/vsgTc8pieQw/default.jpg",True,False,False,"TRT Televizyon kanalına abone olun: http://goo.gl/no13Az\nDiriliş Ertuğrul 108.Bölüm İzle: http://www.trt.tv/izle/278080/dirilis-ertugrul-108-bolum\nSultan, Ares’in itiraflarından sonra Emir Saadettin’i zindana attırmış, nihai kararını sefere gitmeden evvel vereceğini söylemişti. Sultan, sefere gitmeden önce kararını açıklamış, Emir Saadettin’e itham edilen suçların araştırılmasına ve Emir Saadettin’in görevinden azline karar vermiş, Ertuğrul bu karardan hiç memnun olmamıştı. Her şeye rağmen Ertuğrul sözünde durup Ares’i serbest bırakmış, Emir Saadettin ise her şeyi itiraf eden Ares’i öldürmek için peşine adam göndermişti. Göktuğ ve adamları Ares’i yakalamış fakat Ertuğrul yetişip Ares’i onların elinden kurtarmıştı. Ares, Ertuğrul’un kendisi için yaptıklarından etkilenmiş ve Müslüman olmuştu.\n\nEmir Saadettin’in hak ettiği cezayı almadığını düşünen Ertuğrul ne yapacak? Emir Saadettin’in sultana karşı girişeceği hareketlere mani olabilecek mi? Kendisine iyice düşman olan saray erkânıyla nasıl mücadele edecek? \nEmir Saadettin, Ertuğrul’un Göktuğ’u öldürüp kendisine göz dağı vermesinden sonra ne yapacak? Ertuğrul’a mani olmak ve onu ortadan kaldırmak için ne gibi bir plan yapacak? Sultana da kinli olan Emir Saadeddin, ondan intikam alabilecek mi?\n\nTurgut ve Bamsı, Aslıhan ve Hafsa’yı Titan’ın elinden kurtarmış fakat Hafsa baygın bir halde yere yığılmıştı. Hafsa’nın durumu ne olacak? Karnındaki bebeğine bir zarar gelecek mi? Bamsı ve Turgut, Titan’dan intikam almak için nasıl harekete geçecek? \nMüslüman olan ve bundan sonra Ertuğrul’la yoldaşlık edecek Ares’i neler bekliyor? Mahperi Hatun ve Altunaba’nın, sultanın vasiyetinin tersine Şehzade Gıyaseddin’i tahta geçirme planları nasıl işleyecek? Ertuğrul bu planları bozabilecek mi?\n\nKÜNYE\n\nYapım: Tekden Film\nYapımcı: Mehmet Bozdağ\nProje Tasarım: Mehmet Bozdağ\nYönetmen: Metin Günay\nSenaryo: Mehmet Bozdağ, Atilla Engin, Aslı Zeynep Peker Bozdağ.\n\nOyuncular: Engin Altan Düzyatan, Hülya Darcan,\nBurak Hakkı , Cemal Hünal, Esra Bilgiç, Gülsim Ali, Cengiz Coşkun, Nurettin Sönmez, Osman, Murat Garipağaoğlu, Batuhan Karacakaya, Burçin Abdullah, Sera Tokdemir, Celal Al, Hakan Serim, Edip Zeydan, Melih Özdoğan, Yaman Tümen,Mert Soyer, Arda Öziri,\nVe Ayberk Pekcan","RU","2018-02-28 20:14:14","turkish"
"lQCtjOnB9Yg","2018-03-06","Kisabac Lusamutner eter 05.03.18 Ansharj Lrutyun","KisabacLusamutner",29,"Nonprofits & Activism",32613,122,42,0,"https://i.ytimg.com/vi/lQCtjOnB9Yg/default.jpg",True,False,False,"ԱՆՇԱՐԺ ԼՌՈՒԹՅՈՒՆ - 1994 թ.-ին Հորադիզում ծառայության ժամանակ Ենոքը վիրավորվեց՝ կորցնելով աչքն ու ձեռքը: Չնայած ստացված վնասվածքներին նա շարունակեց առաջ գնալ և որոշում կայացրեց ամուսնանալու: Ենոքի լավ աղջիկ գտնելու փնտրտուքները կանգ առան, երբ հանդիպեց Սոնային:\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈՈՒ\nերկուշաբթի-ուրբաթ 20:45 ATV-ի եթերում!!!","RU","2018-03-05 17:59:08","armenian"
